Environment Management Training,Emissions Trading,e-Waste Reduction Initiatives,VOC Emissions Reduction Initiatives,Value - Emission Reduction/Environmental Expenditures,Emission Reduction Objectives/Targets Emissions Reduction,Environmental Partnerships,Environmental Investments Initiatives,Resource Efficiency Processes/Policy Energy Efficiency,Renewable Energy Use,Biodiversity Impact Reduction,Employee Resource Groups,EMPLOYEES NUMBER,Product Responsibility Processes/Policy Customer Health & Safety,Value - Human Rights/Policy,Human Rights Suppliers,Human Rights Processes/Policy Child Labor,Human Rights Processes/Policy Forced Labor,Product Responsibility Score,Product Responsibility Monitoring,Product Recall,Balanced Board Structure Policy Elements/Policy Board Independence,Value - Board Structure/Background and Skills,Value - Board Functions/Policy,Value - Board Structure/Board Diversity,Board Size,Value - Board Structure/Specific Skills,Balanced Board Structure Policy Elements/Policy Board Size,Value - Board Functions/Audit Committee Expertise,Different Share classes different rights,Limited Shareholder Rights to Call Meetings,Value - Shareholder Rights/Policy,Community Reputation Code of Conduct/Policy Bribery and Corruption,Executive Members Gender Diversity,CSR Sustainability Reporting,CEO Board Member,Value - Board Structure/Independent Board Members,CURRENT EV / 12M FWD SALES,SALES PER SHARE,FY1 EPS MEAN EST,Market,Type,ESG Controversies Score,ESG_Rating
1,0,1,0,1,1,1,1,1,1,0,1,29600.0,1,1,1,1,1,80.05,0,0,1,0,1,23.08,13.0,61.54,0,1,0,1,1,1,40.0,1,1,92.31,18.694,2.443,2.835,United States,@NVDA,15.91,B
1,0,1,0,1,1,1,0,1,1,1,1,34200.0,0,1,1,1,1,61.01,0,0,1,0,1,40.0,10.0,54.55,1,1,0,1,1,1,16.67,1,1,90.91,5.324,47.496,13.475,United States,@NXPI,59.09,A
0,0,1,0,1,0,1,1,1,1,0,0,22902.0,0,1,0,1,1,23.01,0,0,1,0,1,16.67,12.0,66.67,1,1,0,1,1,1,0.0,1,1,66.67,6.453,26.642,5.708,United States,@ODFL,69.23,C
0,0,0,0,0,1,0,0,1,1,0,1,5908.0,0,1,1,1,1,32.46,0,0,1,0,1,30.0,10.0,45.45,1,1,1,1,1,1,16.67,1,1,81.82,4.517,13.83,2.581,United States,@OKTA,12.58,C
1,0,1,0,0,1,1,0,1,0,0,1,30100.0,1,1,1,1,1,76.28,0,0,1,0,1,20.0,10.0,70.0,1,1,0,1,1,1,0.0,1,1,90.0,4.545,18.471,4.012,United States,@ON,8.33,B
0,0,1,0,0,1,0,0,1,1,0,0,90302.0,0,1,1,0,1,24.8,0,0,1,0,1,30.0,10.0,50.0,1,1,0,1,1,1,0.0,0,0,70.0,4.063,259.226,41.223,United States,@ORLY,100.0,C
1,0,0,0,0,1,1,0,1,1,0,1,13948.0,0,1,1,1,1,33.88,0,0,1,0,1,33.33,12.0,33.33,1,1,0,1,1,1,11.11,1,1,75.0,12.53,22.677,6.274,United States,@PANW,10.74,C
0,0,1,0,0,1,0,0,1,0,0,1,16500.0,0,1,1,1,1,26.13,0,0,1,0,1,25.0,12.0,41.67,1,1,0,1,1,1,30.0,1,1,75.0,8.305,14.577,4.976,United States,@PAYX,45.54,B
1,1,1,0,1,1,1,1,1,1,0,0,32400.0,0,1,1,1,1,34.65,0,0,1,0,1,18.18,11.0,72.73,0,1,0,1,1,1,12.5,1,1,72.73,1.677,66.909,8.061,United States,@PCAR,35.71,B
1,1,0,0,1,1,1,1,1,1,1,1,318000.0,1,1,1,1,1,78.83,1,1,1,0,1,28.57,14.0,71.43,1,1,0,1,1,1,15.38,1,1,92.86,2.814,66.14,8.157,United States,@PEP,2.78,A
1,0,1,0,1,1,0,1,1,1,0,1,19800.0,0,1,1,1,1,42.99,0,0,1,0,0,38.46,13.0,78.57,1,1,0,1,1,1,36.36,1,1,92.86,1.123,60.309,7.295,United States,@PFG,47.06,B
0,0,1,0,0,0,0,0,1,1,0,1,3000.0,1,1,1,1,1,84.55,0,1,1,0,1,55.56,9.0,60.0,1,1,0,1,1,1,22.22,1,1,90.0,6.626,23.048,3.027,United States,@PODD,35.94,B
0,0,0,0,0,1,1,0,1,1,0,0,6000.0,0,1,1,1,1,12.96,0,0,1,0,1,18.18,11.0,63.64,0,1,0,1,1,1,40.0,0,1,90.91,2.68,142.103,11.184,United States,@POOL,100.0,B
1,0,0,0,0,0,0,0,1,0,0,1,7231.0,1,1,1,1,1,92.7,0,0,1,0,1,30.0,10.0,50.0,1,1,0,1,1,1,20.0,0,1,90.0,9.095,17.573,5.001,United States,@PTC,100.0,B
0,1,1,0,1,1,1,1,1,1,0,1,27200.0,0,1,1,1,1,26.45,0,0,1,0,1,33.33,12.0,50.0,1,1,0,1,1,1,25.0,1,1,91.67,2.111,26.893,4.43,United States,@PYPL,9.09,A
1,1,1,0,0,1,1,0,1,1,0,1,50000.0,1,1,1,1,1,83.95,0,0,1,0,0,33.33,12.0,42.86,1,1,0,1,1,1,28.57,1,1,92.86,4.763,31.812,10.084,United States,@QCOM,13.89,A
1,0,1,0,0,1,1,0,1,1,0,1,8700.0,0,1,1,1,1,61.01,0,0,1,0,1,22.22,9.0,55.56,1,1,0,1,1,1,14.29,1,1,88.89,2.931,38.639,6.087,United States,@QRVO,100.0,B
1,1,1,0,0,1,1,0,1,1,1,1,13450.0,1,1,1,1,1,97.13,1,0,1,0,0,23.08,13.0,69.23,1,1,1,1,1,1,10.0,1,1,76.92,8.318,115.367,45.054,United States,@REGN,57.25,B
0,0,0,0,0,0,0,0,1,1,0,1,16800.0,0,1,1,1,1,32.46,0,0,1,0,1,44.44,9.0,88.89,1,1,0,1,1,1,0.0,1,1,88.89,9.015,57.521,18.194,United States,@ROP,100.0,B
0,0,1,0,0,1,0,0,1,0,0,1,108000.0,1,1,1,1,1,57.69,0,1,1,0,1,41.67,12.0,46.15,1,1,0,1,1,1,20.0,1,1,76.92,2.175,60.388,6.152,United States,@ROST,81.82,B
0,0,1,0,0,0,0,0,1,0,0,1,89.0,0,1,1,1,1,11.78,0,0,1,0,1,20.0,10.0,63.64,1,1,0,1,1,1,0.0,1,1,90.91,9.244,3.905,3.929,United States,@RPRX,100.0,B
1,0,0,0,0,0,1,0,1,1,0,0,14000.0,0,1,1,1,1,23.01,0,0,1,0,1,30.0,10.0,50.0,0,1,0,1,1,1,14.29,0,1,80.0,2.872,107.665,13.906,United States,@SAIA,100.0,C
0,0,1,0,0,0,1,0,1,1,1,0,1787.0,0,1,0,1,1,38.37,0,0,1,0,1,22.22,9.0,55.56,1,1,0,1,1,1,6.25,1,1,88.89,13.522,24.898,7.357,United States,@SBAC,100.0,B
0,0,0,0,0,1,1,0,1,1,0,1,381000.0,1,1,1,1,1,64.96,0,1,1,0,1,30.0,10.0,58.33,1,1,0,1,1,1,50.0,1,1,83.33,3.055,31.248,3.564,United States,@SBUX,0.79,B
0,0,1,0,0,1,1,0,0,0,0,0,5126.0,0,1,1,1,1,32.08,0,0,1,0,1,22.22,9.0,88.89,1,1,0,1,1,1,20.0,0,1,66.67,0.894,248.158,34.843,United States,@SMCI,77.59,C
1,0,1,0,0,1,1,0,1,1,0,1,20300.0,0,1,1,1,1,34.19,0,0,1,0,1,33.33,9.0,90.0,0,1,0,1,1,1,0.0,1,1,80.0,11.492,37.647,13.119,United States,@SNPS,75.54,B
1,0,0,0,0,1,0,0,1,0,0,1,26600.0,0,1,1,0,0,33.88,0,0,1,0,0,14.29,7.0,71.43,1,1,0,1,1,1,0.0,1,1,85.71,4.144,21.622,5.162,United States,@SSNC,100.0,C
0,0,0,1,1,1,1,0,1,1,1,0,12600.0,0,1,0,1,1,62.21,0,0,1,0,1,18.18,11.0,75.0,1,1,0,1,1,1,14.29,1,1,83.33,1.065,112.257,10.527,United States,@STLD,100.0,B
1,1,1,0,0,1,0,0,1,1,0,1,30000.0,0,1,1,1,1,36.32,0,0,1,0,1,27.27,11.0,66.67,1,1,0,1,1,1,14.29,1,1,83.33,2.696,30.901,6.88,United States,@STX,11.9,B
1,0,0,0,0,1,0,0,1,1,0,1,9750.0,0,1,1,1,1,29.77,0,0,1,0,1,25.0,8.0,50.0,0,1,0,1,1,1,16.67,1,1,90.0,4.271,29.772,6.254,United States,@SWKS,100.0,B
0,0,0,0,0,1,0,0,1,1,0,1,12157.0,0,1,1,0,1,33.88,0,0,1,0,1,30.0,10.0,50.0,1,1,1,1,1,1,28.57,1,1,80.0,7.978,16.82,3.153,United States,@TEAM,34.81,B
1,0,1,0,0,0,1,0,1,1,0,1,3100.0,1,1,1,1,1,96.37,1,0,1,0,1,22.22,9.0,77.78,1,1,0,1,1,1,0.0,1,1,88.89,9.631,7.209,1.892,United States,@TECH,100.0,B
1,0,1,0,0,1,0,0,1,1,0,1,6500.0,1,1,1,1,1,50.23,0,0,1,0,1,22.22,9.0,70.0,1,1,0,1,1,1,0.0,1,1,90.0,6.708,16.289,3.023,United States,@TER,100.0,B
0,0,1,0,0,1,1,0,1,1,0,1,67000.0,0,1,1,1,1,42.89,0,0,1,0,1,28.57,14.0,33.33,0,1,0,1,1,1,20.0,1,1,66.67,3.746,65.449,9.284,United States,@TMUS,6.73,B
1,0,1,0,0,1,0,0,1,1,0,1,12700.0,0,1,1,1,1,80.23,0,0,1,0,1,25.0,12.0,41.67,1,1,0,1,1,1,22.22,1,1,75.0,4.513,15.25,2.744,United States,@TRMB,100.0,B
0,0,1,0,0,1,0,0,1,1,0,1,7906.0,0,1,1,0,1,42.99,0,0,1,0,1,30.77,13.0,76.92,1,1,0,1,1,1,25.0,1,1,76.92,3.052,28.739,9.076,United States,@TROW,100.0,B
1,0,0,0,0,1,1,0,1,1,0,1,50000.0,1,1,1,1,1,95.56,1,0,1,0,1,40.0,10.0,50.0,1,1,0,1,1,1,30.0,1,1,90.0,1.955,132.631,10.285,United States,@TSCO,51.22,A
1,1,1,0,0,0,1,0,1,1,1,1,140473.0,1,1,1,1,1,58.17,0,1,1,0,1,25.0,8.0,44.44,1,1,0,1,1,1,0.0,1,1,77.78,6.029,27.768,2.281,United States,@TSLA,0.75,B
0,0,0,0,0,0,0,0,0,0,0,0,3115.0,0,0,0,0,0,33.88,0,0,1,0,1,37.5,8.0,50.0,1,1,1,1,1,0,0.0,0,1,75.0,18.046,3.891,1.599,United States,@TTD,100.0,D
0,0,0,0,0,0,0,0,1,1,0,1,12371.0,1,1,1,1,1,91.52,0,0,1,0,0,30.0,10.0,40.0,1,1,0,1,1,1,25.0,1,1,80.0,4.559,31.45,2.517,United States,@TTWO,57.86,C
1,0,1,0,0,0,1,0,1,1,0,1,1179.0,0,1,1,1,1,42.99,0,0,1,0,1,18.18,11.0,61.54,1,1,1,1,1,1,11.11,1,1,46.15,14.612,6.292,2.785,United States,@TW,100.0,C
1,0,1,1,1,1,1,1,1,1,1,1,34000.0,1,1,1,1,1,95.12,1,0,1,0,0,33.33,12.0,58.33,1,1,0,1,1,1,15.38,1,1,83.33,11.515,19.126,5.179,United States,@TXN,83.33,A
0,0,0,0,1,1,1,1,1,1,0,1,103300.0,1,1,1,1,1,39.58,0,0,1,0,1,23.08,13.0,69.23,1,1,0,1,1,1,25.0,1,1,76.92,0.496,161.847,9.783,United States,@UAL,14.42,B
1,0,0,0,0,0,1,1,1,1,0,0,56000.0,0,1,1,1,1,24.49,0,0,1,0,1,54.55,11.0,42.86,1,1,0,1,1,1,60.0,1,1,85.71,1.38,225.972,23.501,United States,@ULTA,100.0,C
1,1,0,0,0,0,1,0,1,1,0,1,1168.0,0,0,0,0,0,72.13,1,0,1,0,1,41.67,12.0,25.0,1,1,0,1,1,1,25.0,1,1,91.67,4.618,46.831,24.754,United States,@UTHR,89.13,B
0,0,0,0,0,1,1,0,1,1,0,1,7500.0,0,1,1,1,1,80.23,0,0,1,0,1,35.71,18.0,68.75,1,1,0,1,1,1,42.86,1,1,87.5,13.758,18.199,6.564,United States,@VRSK,56.67,B
0,0,1,0,0,0,0,0,1,1,0,1,908.0,0,1,0,1,1,33.88,0,0,1,0,1,25.0,8.0,44.44,1,1,0,1,1,1,0.0,1,1,88.89,11.768,14.426,7.99,United States,@VRSN,100.0,B
1,0,0,0,0,1,0,0,1,1,0,1,5400.0,1,1,1,1,1,97.82,0,0,1,0,1,40.0,10.0,81.82,1,1,0,1,1,1,38.46,1,1,81.82,10.27,37.886,0.322,United States,@VRTX,100.0,B
1,0,0,1,0,1,1,0,1,1,0,1,38000.0,1,1,1,1,1,96.86,1,1,1,0,1,30.77,13.0,53.33,1,1,0,1,1,1,0.0,1,1,66.67,2.138,12.782,2.675,United States,@VTRS,6.34,B
1,1,0,0,1,1,1,1,1,1,0,1,331000.0,1,1,1,1,1,92.06,1,0,1,0,1,50.0,10.0,61.54,1,1,0,1,1,1,50.0,1,1,76.92,2.43,161.123,2.854,United States,@WBA,1.56,A
0,0,0,0,0,1,0,0,1,0,0,1,35300.0,0,1,0,1,1,69.79,0,0,1,0,1,21.43,14.0,55.0,1,1,0,1,1,1,33.33,0,1,95.0,1.497,16.963,-4.494,United States,@WBD,16.22,B
1,0,1,0,0,1,1,1,1,1,0,1,18800.0,0,1,1,1,1,32.79,0,0,1,0,1,27.27,11.0,75.0,1,1,1,1,1,1,35.71,1,1,75.0,7.175,27.363,7.012,United States,@WDAY,58.06,B
1,0,1,0,0,1,1,0,1,1,0,1,51000.0,0,1,1,1,1,36.32,0,0,1,0,0,44.44,9.0,50.0,1,1,0,1,1,1,0.0,1,1,90.0,1.603,39.886,8.038,United States,@WDC,35.71,B
1,0,1,0,0,1,0,0,1,0,0,1,48000.0,0,1,1,1,1,32.5,0,0,1,0,1,44.44,10.0,46.67,1,1,0,1,1,1,50.0,1,1,86.67,3.257,89.462,16.518,United States,@WTW,100.0,B
1,0,1,0,1,1,1,1,1,1,1,1,11311.0,0,1,1,1,1,60.58,0,0,1,0,1,33.33,12.0,35.71,1,1,0,1,1,1,23.08,1,1,92.86,3.942,25.736,3.566,United States,@XEL,16.25,A
1,1,1,0,0,1,1,0,1,1,0,1,9750.0,0,1,1,1,1,36.33,0,0,1,0,1,33.33,9.0,33.33,1,1,0,1,1,1,33.33,1,1,88.89,3.892,88.647,12.7,United States,@ZBRA,60.53,B
0,0,1,0,0,1,1,0,1,0,0,1,7420.0,0,1,1,0,1,32.79,0,0,1,0,1,22.22,9.0,44.44,0,1,1,1,0,1,50.0,1,1,88.89,3.022,14.674,5.355,United States,@ZM,81.94,C
0,0,1,0,0,1,1,1,1,1,0,1,5962.0,0,1,1,1,1,32.46,0,0,1,0,1,25.0,8.0,50.0,1,1,0,1,1,1,0.0,1,1,75.0,2.43,11.156,3.009,United States,@ZS,100.0,C
1,1,0,0,1,1,0,0,1,1,1,1,3881.0,0,1,1,1,1,46.34,0,0,1,0,0,40.0,10.0,46.15,1,1,0,0,1,1,50.0,1,1,84.62,0.631,20.19,0.967,Australia,A:AGLX,80.0,B
1,0,0,0,1,1,0,0,1,1,0,1,3152.0,1,1,1,1,1,75.19,0,0,1,0,0,33.33,9.0,55.56,1,1,0,0,1,1,33.33,1,1,88.89,0.281,158.411,1.97,Australia,A:ALDX,100.0,B
0,0,1,0,0,1,0,0,0,0,0,1,7800.0,0,1,1,1,1,17.39,0,0,1,0,0,44.44,9.0,44.44,1,1,0,0,1,1,42.86,1,1,88.89,4.786,9.633,2.372,Australia,A:ALLX,100.0,B
1,1,1,0,0,1,1,0,1,1,1,1,19565.0,0,1,1,1,1,82.47,0,0,1,0,0,33.33,9.0,40.0,1,1,0,0,1,1,0.0,1,1,90.0,2.93,5.091,0.673,Australia,A:ALQX,100.0,A
1,0,0,0,0,1,1,0,1,1,1,0,15688.0,1,1,0,0,0,51.65,0,0,1,0,1,40.0,10.0,50.0,1,1,0,0,1,1,16.67,1,1,83.33,41.005,0.092,0.293,Australia,A:ALXX,100.0,C
0,1,0,0,1,1,1,1,1,1,1,0,4300.0,0,1,0,1,0,43.34,0,0,1,0,0,50.0,8.0,66.67,1,1,0,0,1,1,50.0,1,1,66.67,24.61,0.992,0.084,Australia,A:AMPX,14.06,B
0,0,0,0,0,1,1,0,1,1,1,0,15951.0,1,1,1,1,1,55.75,0,0,1,0,1,44.44,9.0,66.67,1,1,0,0,1,1,33.33,1,1,88.89,1.499,19.167,1.153,Australia,A:ANNX,55.0,A
1,0,1,0,0,1,1,0,1,1,0,1,40342.0,0,1,1,1,1,71.28,0,0,1,0,0,44.44,9.0,30.0,1,1,0,1,1,1,25.0,1,1,90.0,10.019,18.232,2.27,Australia,A:ANZX,17.39,A
1,0,0,0,0,1,0,0,0,1,0,0,1750.0,0,1,1,1,0,59.09,1,0,1,0,0,42.86,7.0,66.67,1,1,0,0,1,1,33.33,1,1,77.78,6.688,2.402,0.173,Australia,A:APAX,100.0,B
0,0,0,0,0,0,1,0,1,0,0,0,1600.0,1,0,0,0,0,87.4,1,0,1,0,0,16.67,6.0,57.14,1,1,0,1,1,1,0.0,1,1,57.14,4.267,8.448,1.372,Australia,A:ARBX,100.0,C
0,0,1,0,0,1,0,0,1,1,0,1,1193.0,0,1,1,1,1,42.71,0,0,1,0,0,50.0,10.0,28.57,1,1,0,0,1,1,37.5,1,1,85.71,-0.709,5.427,2.523,Australia,A:ASXX,100.0,B
1,0,1,0,0,1,0,0,1,1,0,0,2582.0,0,1,1,1,1,32.9,0,0,1,0,0,25.0,8.0,37.5,1,1,0,1,1,1,16.67,1,1,87.5,2.316,9.297,1.704,Australia,A:AUBX,100.0,B
1,0,0,0,0,1,0,0,1,1,1,1,5930.0,0,1,1,1,1,21.1,0,0,1,0,1,25.0,8.0,44.44,1,1,0,0,1,1,37.5,1,1,88.89,2.731,2.088,0.246,Australia,A:AZJX,100.0,B
0,0,0,0,0,1,1,0,1,1,0,0,4777.0,0,0,0,0,0,91.38,0,0,1,0,0,55.56,9.0,27.27,1,1,0,0,1,1,25.0,1,1,90.91,8.464,8.79,0.9,Australia,A:BENX,100.0,B
1,1,0,0,1,1,1,1,1,1,1,1,40872.0,0,1,1,1,1,21.37,1,0,1,0,1,33.33,12.0,57.14,1,1,0,0,1,1,46.15,1,1,92.86,2.693,16.73,2.503,Australia,A:BHPX,0.49,A
0,1,1,0,0,1,0,0,1,1,0,1,3163.0,0,1,1,0,1,26.98,0,0,1,0,1,50.0,8.0,44.44,1,1,0,0,1,1,40.0,1,1,88.89,2.43,6.484,0.452,Australia,A:BOQX,31.37,B
1,0,0,0,1,1,1,0,0,0,1,0,214.0,0,1,1,1,1,28.17,0,0,1,0,1,28.57,7.0,50.0,1,1,0,0,1,1,33.33,1,0,70.0,1.774,0.788,0.171,Australia,A:BPTX,100.0,C
0,0,1,0,0,1,0,0,1,0,0,1,610.0,1,1,1,1,1,65.82,0,0,1,0,0,33.33,9.0,44.44,1,1,0,0,1,1,16.67,1,1,66.67,2.879,10.676,0.937,Australia,A:BRGX,100.0,B
1,1,0,0,1,1,1,1,1,1,0,1,16500.0,1,1,1,1,1,92.32,0,0,1,0,0,50.0,10.0,20.0,1,1,0,0,1,1,50.0,1,1,80.0,0.549,38.226,1.241,Australia,A:BSLX,22.22,B
1,1,0,0,1,1,1,1,0,1,1,1,13000.0,0,1,1,1,1,8.43,0,0,1,0,0,45.45,11.0,27.27,1,1,0,1,1,1,42.86,1,1,72.73,2.839,7.166,0.627,Australia,A:BXBX,100.0,B
0,0,1,0,0,1,0,0,1,0,0,0,2000.0,0,1,1,1,1,32.4,0,0,1,0,0,37.5,8.0,50.0,1,1,0,0,1,1,33.33,1,1,62.5,12.066,2.915,0.977,Australia,A:CARX,100.0,B
1,1,0,0,1,1,1,1,1,1,0,1,48887.0,0,1,1,1,1,96.41,0,0,1,0,0,50.0,10.0,58.33,1,1,0,1,1,1,42.86,1,1,91.67,15.894,39.145,5.845,Australia,A:CBAX,21.74,A
0,0,0,0,0,0,1,0,0,0,0,0,694.0,0,1,1,1,1,70.4,0,0,1,0,0,37.5,8.0,44.44,1,1,0,0,1,1,42.86,1,1,77.78,10.658,3.681,0.618,Australia,A:CGFX,100.0,B
0,0,1,0,0,1,1,0,1,1,0,0,264.0,0,1,1,1,1,21.59,0,0,1,0,0,28.57,7.0,28.57,1,1,0,1,1,1,22.22,1,1,85.71,10.21,1.264,0.798,Australia,A:CHCX,100.0,B
1,0,1,0,0,1,1,0,1,1,1,0,15688.0,0,1,1,1,1,20.12,0,0,1,0,1,25.0,8.0,50.0,1,1,0,1,1,1,12.5,1,1,75.0,1.487,3.327,0.63,Australia,A:CIAX,73.5,B
1,0,0,0,0,1,0,0,1,1,0,0,5000.0,1,1,1,1,1,90.73,1,0,1,0,0,40.0,10.0,20.0,1,1,0,0,1,1,25.0,1,1,60.0,7.448,34.457,6.443,Australia,A:COHX,100.0,B
1,0,0,0,1,1,1,1,1,1,0,1,115000.0,1,1,1,1,1,89.06,1,1,0,0,0,44.44,9.0,45.45,1,1,0,1,1,1,50.0,1,1,63.64,0.773,32.747,0.835,Australia,A:COLX,26.25,A
0,0,0,0,0,1,0,0,1,0,0,1,14081.0,0,1,1,1,1,25.74,0,0,1,0,0,42.86,7.0,25.0,1,1,0,0,1,1,0.0,1,1,87.5,3.895,7.565,1.258,Australia,A:CPUX,100.0,B
1,0,0,0,1,1,0,1,1,1,0,0,30398.0,1,1,1,1,1,96.23,1,0,1,0,1,44.44,9.0,50.0,1,1,0,0,1,1,27.27,1,1,70.0,6.986,46.677,6.738,Australia,A:CSLX,100.0,A
1,0,0,0,0,1,1,0,1,1,0,0,7500.0,0,1,1,1,1,64.29,0,0,1,0,0,30.0,10.0,45.45,1,1,0,0,1,1,30.0,1,1,81.82,2.016,1.687,0.091,Australia,A:CWYX,48.15,B
1,0,0,0,0,1,0,0,1,0,0,0,611.0,1,1,1,1,1,82.97,1,0,1,0,0,42.86,7.0,42.86,1,1,0,1,1,1,12.5,1,1,85.71,1.69,26.428,1.457,Australia,A:DMPX,100.0,B
1,0,0,0,1,1,1,0,1,1,1,1,30000.0,0,1,1,1,1,45.67,0,0,1,0,1,50.0,6.0,55.56,1,1,0,0,1,1,0.0,1,1,66.67,0.409,16.422,0.38,Australia,A:DOWX,1.92,B
1,0,1,0,0,1,1,0,1,1,1,1,972.0,1,1,1,1,1,89.46,0,0,1,0,1,62.5,8.0,18.18,0,1,0,1,1,1,21.43,1,1,90.91,12.919,0.839,0.607,Australia,A:DXSX,100.0,A
0,0,0,0,0,1,1,0,1,1,0,0,15688.0,0,1,1,1,1,19.44,0,0,1,0,0,28.57,7.0,37.5,1,1,0,1,1,1,40.0,1,1,50.0,1.176,6.873,0.288,Australia,A:EDVX,100.0,C
1,0,0,0,0,1,1,0,0,0,1,0,2729.0,0,1,1,0,1,20.12,0,0,1,0,0,25.0,8.0,87.5,1,1,0,0,1,1,0.0,1,1,75.0,2.571,1.677,0.32,Australia,A:EVNX,73.5,C
0,0,1,0,0,1,0,0,1,0,0,1,12514.0,0,1,1,1,1,16.97,0,0,1,0,0,20.0,5.0,40.0,1,1,0,0,1,1,0.0,0,1,80.0,1.493,12.367,1.375,Australia,A:FLTX,100.0,C
0,0,0,0,1,1,1,0,1,1,1,0,11693.0,0,1,1,1,1,20.12,0,0,1,0,0,62.5,8.0,44.44,1,1,0,0,1,1,30.77,1,1,77.78,2.124,9.023,1.297,Australia,A:FMGX,100.0,B
1,0,0,0,1,1,0,1,1,1,1,0,976.0,0,1,1,1,1,36.76,0,0,1,0,0,25.0,12.0,46.15,1,1,0,1,1,1,0.0,1,1,76.92,21.035,1.048,1.199,Australia,A:GMGX,100.0,B
1,0,0,0,0,1,1,0,1,1,1,1,500.0,0,1,1,1,1,38.37,0,0,1,0,0,57.14,7.0,50.0,1,1,0,1,1,1,50.0,1,1,87.5,14.835,0.47,0.322,Australia,A:GPTX,100.0,A
0,0,1,0,0,1,0,0,0,0,0,0,893.0,0,0,0,0,0,42.71,0,0,1,0,0,33.33,6.0,42.86,1,1,0,1,1,1,36.36,1,1,85.71,11.132,4.029,1.115,Australia,A:HUBX,100.0,C
1,0,1,0,0,0,0,0,1,1,0,0,6500.0,0,0,0,0,0,17.93,0,0,1,0,0,20.0,10.0,80.0,0,1,0,1,1,1,18.18,1,1,30.0,1.85,3.267,0.326,Australia,A:HVNX,82.35,D
0,0,0,0,0,1,1,0,1,1,0,1,13650.0,1,1,1,1,1,77.02,0,0,1,0,0,20.0,10.0,27.27,1,1,0,0,1,1,45.45,1,1,90.91,2.105,6.09,0.401,Australia,A:IAGX,37.96,A
0,0,0,0,0,0,0,0,0,0,0,0,5000.0,0,1,1,1,1,41.67,0,0,0,0,0,44.44,9.0,70.0,1,1,0,0,1,1,16.67,1,1,60.0,4.726,3.727,0.464,Australia,A:IELX,100.0,C
1,0,0,0,1,1,1,1,1,1,1,0,244.0,0,1,1,1,1,20.12,0,0,1,0,1,57.14,7.0,40.0,1,1,0,0,1,1,80.0,1,0,90.0,6.182,1.111,0.231,Australia,A:IGOX,73.5,B
1,0,1,0,1,1,1,0,1,1,1,0,1075.0,1,1,1,1,1,74.17,1,0,1,0,0,50.0,6.0,66.67,1,1,0,0,1,1,22.22,1,1,83.33,1.618,3.033,0.546,Australia,A:ILUX,100.0,B
0,1,0,0,1,1,0,0,1,1,0,0,5800.0,1,1,1,1,1,67.79,0,0,1,0,0,42.86,7.0,57.14,1,1,0,0,1,1,36.36,1,1,85.71,1.379,2.786,0.185,Australia,A:IPLX,70.0,B
0,0,1,0,0,1,1,0,1,1,0,0,15000.0,0,1,1,1,1,24.49,0,0,1,0,0,25.0,8.0,87.5,1,1,0,0,1,1,0.0,1,1,75.0,0.91,87.762,4.086,Australia,A:JBHX,100.0,C
1,0,0,0,0,1,1,0,1,1,1,0,10825.0,0,1,1,0,0,21.59,0,0,1,0,0,33.33,9.0,50.0,1,1,0,0,1,1,33.33,1,1,90.0,1.063,13.717,0.586,Australia,A:LLCX,70.37,B
1,0,0,0,0,0,0,0,1,0,1,0,1102.0,0,1,1,1,1,83.61,0,0,1,0,0,42.86,7.0,28.57,1,1,0,0,1,1,33.33,1,1,71.43,6.668,0.496,0.188,Australia,A:LYCX,100.0,B
0,1,1,0,0,1,1,0,1,1,1,0,1684.0,0,1,1,1,1,36.76,0,0,1,0,0,44.44,9.0,30.0,1,1,0,0,1,1,37.5,1,1,80.0,5.019,0.769,0.114,Australia,A:MGRX,100.0,A
1,0,0,0,1,1,1,1,0,1,1,0,8456.0,0,1,1,1,1,20.12,0,0,1,0,0,37.5,8.0,25.0,1,1,0,0,1,1,0.0,1,1,87.5,2.166,27.005,0.452,Australia,A:MINX,100.0,B
1,0,0,0,0,1,0,0,0,0,0,1,3220.0,0,1,1,1,1,32.9,0,0,1,0,0,44.44,9.0,33.33,1,1,0,0,1,1,37.5,1,1,88.89,1.17,2.83,0.213,Australia,A:MPLX,7.41,A
1,0,1,0,1,1,1,1,1,1,0,0,20666.0,0,1,1,1,1,42.71,0,0,1,0,1,62.5,8.0,50.0,1,1,0,0,1,1,36.36,1,1,90.0,11.108,80.075,10.724,Australia,A:MQGX,19.05,A
0,0,0,0,0,1,1,0,1,1,0,1,9000.0,1,1,1,1,1,37.5,0,0,1,0,0,42.86,7.0,62.5,1,1,0,1,1,1,40.0,1,1,87.5,0.28,15.979,0.28,Australia,A:MTSX,100.0,B
1,0,0,0,0,1,1,0,1,1,0,0,38516.0,0,1,1,1,1,71.28,1,0,1,0,1,50.0,12.0,41.67,1,1,0,0,1,1,52.94,1,1,91.67,14.665,16.39,2.253,Australia,A:NABX,19.57,A
1,0,0,0,0,0,1,0,1,0,1,0,682.0,0,1,1,1,1,21.28,0,0,1,0,0,28.57,7.0,0.0,1,0,0,1,1,1,33.33,1,0,57.14,2.43,3.191,0.59,Australia,A:NHCX,33.33,C
