Environment Management Training,Emissions Trading,e-Waste Reduction Initiatives,VOC Emissions Reduction Initiatives,Value - Emission Reduction/Environmental Expenditures,Emission Reduction Objectives/Targets Emissions Reduction,Environmental Partnerships,Environmental Investments Initiatives,Resource Efficiency Processes/Policy Energy Efficiency,Renewable Energy Use,Biodiversity Impact Reduction,Employee Resource Groups,EMPLOYEES NUMBER,Product Responsibility Processes/Policy Customer Health & Safety,Value - Human Rights/Policy,Human Rights Suppliers,Human Rights Processes/Policy Child Labor,Human Rights Processes/Policy Forced Labor,Product Responsibility Score,Product Responsibility Monitoring,Product Recall,Balanced Board Structure Policy Elements/Policy Board Independence,Value - Board Structure/Background and Skills,Value - Board Functions/Policy,Value - Board Structure/Board Diversity,Board Size,Value - Board Structure/Specific Skills,Balanced Board Structure Policy Elements/Policy Board Size,Value - Board Functions/Audit Committee Expertise,Different Share classes different rights,Limited Shareholder Rights to Call Meetings,Value - Shareholder Rights/Policy,Community Reputation Code of Conduct/Policy Bribery and Corruption,Executive Members Gender Diversity,CSR Sustainability Reporting,CEO Board Member,Value - Board Structure/Independent Board Members,CURRENT EV / 12M FWD SALES,SALES PER SHARE,FY1 EPS MEAN EST,Market,Type,ESG Controversies Score,ESG_Rating
1,0,0,1,1,1,1,0,1,1,1,1,12570.0,1,1,1,1,1,97.09,1,0,1,0,1,25.0,8.0,66.67,1,1,0,1,1,1,37.5,1,1,91.67,2.678,29.407,3.872,United States,U:OXY,21.76,B
1,1,1,1,1,1,1,1,1,1,1,1,10.0,1,1,1,1,1,91.08,0,0,1,0,1,28.57,14.0,53.33,1,1,0,1,1,1,27.27,1,1,86.67,4.253,11.426,1.357,United States,U:PCG,2.5,A
1,0,0,0,1,1,1,1,1,1,1,1,12543.0,0,1,0,1,1,43.9,0,0,1,0,1,33.33,12.0,46.15,1,1,0,1,1,1,37.5,1,1,84.62,5.534,22.474,3.666,United States,U:PEG,100.0,B
1,1,0,0,1,1,1,0,1,1,1,1,88000.0,0,1,1,1,1,80.24,0,1,1,0,0,33.33,12.0,41.67,1,1,0,1,1,1,33.33,1,1,91.67,3.581,10.246,2.651,United States,U:PFE,3.52,A
1,0,0,0,0,1,1,0,1,1,1,0,108000.0,1,1,0,1,1,32.78,0,1,1,0,0,50.0,12.0,26.67,1,1,0,1,1,1,43.75,1,1,86.67,4.92,33.998,6.975,United States,U:PG,11.9,B
1,1,0,0,0,1,0,0,1,1,0,1,61400.0,0,0,0,0,0,32.5,0,0,1,0,1,41.67,12.0,41.67,1,1,0,1,1,1,38.46,1,1,91.67,1.904,105.672,12.335,United States,U:PGR,100.0,B
0,1,0,0,0,1,0,0,1,1,0,1,61120.0,0,1,1,1,1,34.65,0,0,1,0,1,25.0,12.0,61.54,0,1,0,1,1,1,12.5,1,1,84.62,4.207,153.022,26.773,United States,U:PH,35.71,B
1,0,0,0,0,0,0,0,1,0,0,1,6382.0,0,1,1,1,1,17.5,0,0,1,0,1,20.0,10.0,54.55,1,1,0,1,1,1,16.67,1,1,90.91,1.556,72.623,13.405,United States,U:PHM,12.5,B
0,0,0,0,0,0,0,0,0,0,0,1,4014.0,0,1,1,1,1,34.19,0,0,1,0,1,33.33,9.0,40.0,1,1,1,1,1,1,25.0,1,1,80.0,4.815,4.528,1.456,United States,U:PINS,16.3,C
1,0,0,0,1,1,1,1,1,1,1,0,14900.0,1,1,1,1,1,54.94,0,0,1,0,1,20.0,10.0,63.64,1,1,0,1,1,1,18.18,1,1,81.82,2.407,87.178,8.889,United States,U:PKG,68.75,B
0,1,0,0,0,1,1,0,1,1,1,1,2574.0,0,1,1,1,1,36.72,0,0,1,0,1,27.27,11.0,58.33,1,1,0,1,1,1,0.0,1,1,91.67,18.235,9.085,2.843,United States,U:PLD,100.0,B
0,0,0,0,0,0,0,0,0,0,0,0,3735.0,0,1,1,0,1,33.88,0,0,1,0,1,28.57,7.0,62.5,0,1,1,1,1,1,0.0,0,1,62.5,20.319,0.968,0.356,United States,U:PLTR,10.74,C
0,1,1,0,0,1,1,0,1,1,1,1,82700.0,0,1,1,1,1,71.06,1,0,1,0,1,21.43,14.0,57.14,1,1,0,1,1,1,16.67,1,1,85.71,6.086,22.701,6.401,United States,U:PM,26.76,A
0,1,0,0,0,1,1,0,1,1,0,1,56411.0,0,1,1,0,0,72.51,0,0,1,0,1,35.71,14.0,46.67,1,1,0,1,1,1,31.25,1,1,93.33,6.56,79.506,13.123,United States,U:PNC,44.52,B
1,0,0,0,0,1,1,0,1,1,0,1,10500.0,0,1,1,1,1,47.62,0,0,1,0,0,40.0,10.0,40.0,1,1,0,1,1,1,14.29,1,1,90.0,3.916,24.681,4.25,United States,U:PNR,100.0,B
1,0,0,1,1,1,1,0,1,1,0,1,53000.0,1,1,1,1,1,64.75,0,0,1,0,1,25.0,12.0,69.23,1,1,0,1,1,1,25.0,1,1,84.62,1.879,76.922,8.237,United States,U:PPG,100.0,A
0,0,1,0,1,1,0,1,1,1,1,1,6629.0,0,1,1,1,1,43.9,0,0,1,0,1,33.33,9.0,60.0,1,1,0,1,1,1,40.0,1,1,90.0,4.709,11.26,1.716,United States,U:PPL,100.0,B
0,1,1,0,1,1,0,1,1,1,1,1,40658.0,0,1,0,0,1,76.25,0,0,1,0,0,33.33,12.0,69.23,1,1,0,1,1,1,27.27,1,1,84.62,0.996,148.05,13.332,United States,U:PRU,19.79,B
1,0,0,0,1,1,0,1,1,1,0,0,5380.0,0,1,0,1,1,82.52,0,0,1,0,1,30.77,13.0,78.57,1,1,0,1,1,1,25.0,1,1,85.71,15.336,25.648,10.544,United States,U:PSA,100.0,B
1,0,1,0,0,1,1,0,0,0,0,1,5600.0,0,1,1,1,1,8.02,0,0,1,0,1,30.0,10.0,50.0,0,1,0,1,1,1,0.0,1,1,80.0,4.921,8.511,1.626,United States,U:PSTG,46.55,C
1,0,1,1,1,1,1,1,1,1,1,1,14000.0,0,1,1,0,1,66.28,0,0,1,0,1,38.46,13.0,69.23,1,1,0,1,1,1,20.0,1,1,84.62,0.537,325.233,9.13,United States,U:PSX,27.65,B
1,0,1,0,1,0,0,1,1,0,1,0,52500.0,0,1,1,1,1,11.72,0,0,1,0,1,30.0,10.0,81.82,1,1,0,1,1,1,25.0,1,1,90.91,1.684,140.316,8.628,United States,U:PWR,100.0,A
1,0,0,0,0,0,0,0,1,1,0,1,15688.0,1,1,0,0,0,79.05,0,0,1,0,1,45.45,11.0,50.0,1,1,0,1,1,1,27.27,1,1,83.33,4.301,29.709,3.327,Canada,U:RBA,100.0,B
1,0,1,0,1,1,1,1,1,1,1,1,98200.0,1,1,1,1,1,74.09,0,0,1,0,1,21.43,14.0,57.14,1,1,0,1,1,1,20.0,1,1,85.71,3.636,49.117,11.521,United States,U:RCL,82.54,B
1,1,1,0,1,1,0,1,1,1,0,1,20101.0,0,1,1,1,1,72.51,0,0,1,0,1,28.57,14.0,56.25,1,1,0,1,1,1,20.0,1,1,93.75,3.131,9.742,1.953,United States,U:RF,75.81,A
0,0,0,0,0,1,0,0,1,0,0,1,3900.0,0,1,1,0,1,32.5,0,0,1,0,1,33.33,12.0,50.0,1,1,0,1,1,1,25.0,0,1,92.86,0.731,276.841,21.848,United States,U:RGA,100.0,B
0,0,1,0,0,0,1,0,1,1,0,0,18000.0,0,1,1,1,1,42.71,0,0,1,0,1,27.27,11.0,63.64,1,1,0,1,1,1,6.67,1,1,90.91,1.3,59.899,9.518,United States,U:RJF,74.19,B
1,0,0,0,0,0,0,0,1,1,1,1,9980.0,1,1,1,1,1,90.68,1,0,1,0,1,30.0,10.0,70.0,1,1,0,1,1,1,14.29,1,1,80.0,7.166,31.754,9.07,United States,U:RMD,84.29,B
0,0,0,0,0,1,1,0,0,0,0,0,925.0,0,1,0,1,1,32.5,0,0,1,0,0,27.27,11.0,50.0,1,1,0,1,1,1,12.5,0,1,91.67,1.896,175.95,38.7,United States,U:RNR,100.0,C
1,0,1,0,1,1,1,1,1,0,0,1,29000.0,0,1,1,1,1,32.12,0,0,1,0,0,36.36,11.0,50.0,1,1,0,1,1,1,21.43,1,1,91.67,3.816,78.356,9.68,United States,U:ROK,100.0,B
0,0,0,0,0,0,0,0,1,0,0,1,19031.0,0,0,0,0,0,26.13,0,0,1,0,1,27.27,11.0,54.55,1,1,0,1,1,1,33.33,1,1,63.64,6.935,6.27,1.01,United States,U:ROL,100.0,C
1,0,0,0,0,1,0,0,1,1,0,1,17207.0,0,1,1,1,1,17.72,0,0,1,0,1,16.67,12.0,66.67,1,1,0,1,1,1,9.09,1,1,91.67,2.234,57.155,5.473,United States,U:RPM,100.0,B
1,0,0,0,1,0,0,1,1,0,0,0,15000.0,0,1,1,0,1,74.84,0,0,1,0,1,30.0,10.0,50.0,0,1,0,1,1,1,35.71,1,1,83.33,1.118,250.884,17.325,United States,U:RS,100.0,C
1,0,1,0,1,1,1,1,1,1,1,1,41000.0,0,1,1,1,1,26.45,0,0,1,0,1,33.33,12.0,41.67,1,1,0,1,1,1,50.0,1,1,91.67,4.665,47.251,6.183,United States,U:RSG,100.0,A
1,1,0,0,0,1,1,0,1,1,0,1,185000.0,1,1,1,1,1,98.21,1,0,1,0,1,30.77,13.0,71.43,1,1,0,1,1,1,18.18,1,1,85.71,2.454,48.014,5.463,United States,U:RTX,5.77,B
1,0,1,0,0,1,1,0,1,1,0,1,11500.0,1,1,1,1,1,73.67,0,0,1,0,1,25.0,8.0,50.0,1,1,0,1,1,1,14.29,1,1,87.5,6.012,22.038,4.75,United States,U:RVTY,100.0,B
0,0,1,0,0,0,0,0,1,1,0,1,33000.0,0,0,0,0,0,42.99,0,0,1,0,1,27.78,18.0,66.67,0,1,0,1,1,1,0.0,1,1,77.78,5.391,13.938,3.04,United States,U:SCHW,78.43,B
0,0,0,0,0,0,0,0,1,1,0,1,24922.0,0,1,1,1,1,14.44,0,0,1,0,1,30.0,10.0,54.55,1,1,0,1,1,1,25.0,1,1,81.82,3.731,26.91,3.528,United States,U:SCI,54.76,C
0,1,0,0,0,0,0,0,0,0,0,0,8300.0,0,0,0,0,0,33.88,0,0,1,0,1,42.86,7.0,57.14,1,1,1,1,1,1,16.67,0,1,85.71,9.886,5.45,1.105,Canada,U:SHOP,49.26,C
1,0,0,1,1,1,1,0,1,1,0,1,64088.0,1,1,1,1,1,67.71,0,0,1,0,1,27.27,11.0,72.73,1,1,0,1,1,1,25.0,1,1,90.91,4.297,89.245,11.488,United States,U:SHW,24.11,B
0,0,0,0,0,1,1,0,1,1,0,0,9000.0,1,1,1,1,1,85.01,0,0,1,0,1,33.33,12.0,53.85,1,1,1,1,1,1,42.86,1,1,76.92,2.289,78.49,9.803,United States,U:SJM,77.46,B
1,0,1,0,1,1,1,1,1,1,1,1,111000.0,0,1,1,1,1,20.86,1,0,1,0,1,27.27,11.0,33.33,1,1,0,1,1,1,14.29,1,1,83.33,1.786,22.963,3.495,United States,U:SLB,18.18,A
1,0,0,0,0,0,0,0,1,1,0,0,13200.0,0,1,1,1,1,34.65,0,0,1,0,1,20.0,10.0,100.0,1,1,0,1,1,1,0.0,1,1,90.0,3.133,94.774,19.198,United States,U:SNA,100.0,C
1,0,0,0,0,1,1,0,1,1,0,1,5289.0,1,1,1,1,1,92.64,0,0,1,0,1,36.36,11.0,36.36,0,1,1,1,1,1,28.57,1,1,81.82,2.689,2.856,0.218,United States,U:SNAP,3.8,B
0,0,1,0,0,0,0,0,0,0,0,0,7004.0,0,1,1,1,1,32.46,0,0,1,0,1,30.0,10.0,90.0,0,1,0,1,1,1,0.0,0,1,80.0,8.611,8.556,0.616,United States,U:SNOW,22.96,C
